"Nro Patrimônio";"Patr Antigo";"Descrição Bem";"Conta Contábil";"Marca";"Modelo";"Nr Serie";"Sit Física";"Localização";"Data Aquisição";"Valor";"Observações"
"SFX31324";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31324";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 158 | Serie: SFX31324 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31325";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31325";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 159 | Serie: SFX31325 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31326";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31326";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 160 | Serie: SFX31326 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SFX31327";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31327";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 161 | Serie: SFX31327 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SFX31328";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SFX31328";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 162 | Serie: SFX31328 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08065";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08065";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 163 | Serie: SGX08065 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SGX08066";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08066";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 164 | Serie: SGX08066 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08067";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08067";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 165 | Serie: SGX08067 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08068";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08068";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 166 | Serie: SGX08068 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08070";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08070";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 167 | Serie: SGX08070 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08071";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08071";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 168 | Serie: SGX08071 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SGX08072";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08072";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 169 | Serie: SGX08072 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SGX08073";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08073";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 170 | Serie: SGX08073 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SGX08074";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08074";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 171 | Serie: SGX08074 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08075";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08075";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 172 | Serie: SGX08075 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08076";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08076";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 173 | Serie: SGX08076 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08077";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08077";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 174 | Serie: SGX08077 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08078";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08078";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 175 | Serie: SGX08078 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SGX08079";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SGX08079";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 176 | Serie: SGX08079 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"STI73636";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"STI73636";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 177 | Serie: STI73636 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"STI73700";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"STI73700";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 178 | Serie: STI73700 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"STI73727";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"STI73727";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 179 | Serie: STI73727 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"STI73800";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"STI73800";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 180 | Serie: STI73800 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"STI73801";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"STI73801";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 181 | Serie: STI73801 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"STI73809";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"STI73809";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 182 | Serie: STI73809 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SVH61754";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SVH61754";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 183 | Serie: SVH61754 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SVH61759";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SVH61759";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 184 | Serie: SVH61759 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SVH61767";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SVH61767";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 185 | Serie: SVH61767 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SVH61768";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SVH61768";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 186 | Serie: SVH61768 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWG84118";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84118";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 187 | Serie: SWG84118 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG84129";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84129";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 188 | Serie: SWG84129 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWG84136";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84136";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 189 | Serie: SWG84136 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWG84139";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84139";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 190 | Serie: SWG84139 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG84146";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84146";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 191 | Serie: SWG84146 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG84150";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84150";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 192 | Serie: SWG84150 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG84153";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84153";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 193 | Serie: SWG84153 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWG84154";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG84154";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 194 | Serie: SWG84154 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG88548";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88548";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 195 | Serie: SWG88548 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG88550";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88550";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 196 | Serie: SWG88550 | Modelo: PT100 | Cal: .40 | Situacao: A disposicao da Justica/Auditoria/Delegacia/ICAP | SICOMB 11/06/2026"
"SWG88551";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88551";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 197 | Serie: SWG88551 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWG88552";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88552";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 198 | Serie: SWG88552 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWG88553";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88553";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 199 | Serie: SWG88553 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG88567";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88567";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 200 | Serie: SWG88567 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWG88570";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88570";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 201 | Serie: SWG88570 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWG88571";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG88571";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 202 | Serie: SWG88571 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWG93637";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG93637";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 203 | Serie: SWG93637 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG93638";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG93638";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 204 | Serie: SWG93638 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG93649";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG93649";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 205 | Serie: SWG93649 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWG93675";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWG93675";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 206 | Serie: SWG93675 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWI04453";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWI04453";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 207 | Serie: SWI04453 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWI04456";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWI04456";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 208 | Serie: SWI04456 | Modelo: PT100 | Cal: .40 | Situacao: Sob Apuracao | SICOMB 11/06/2026"
"SWI06370";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWI06370";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 209 | Serie: SWI06370 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWI06372";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWI06372";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 210 | Serie: SWI06372 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWI06374";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWI06374";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 211 | Serie: SWI06374 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWK24478";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK24478";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 212 | Serie: SWK24478 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWK24488";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK24488";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 213 | Serie: SWK24488 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SWK24490";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK24490";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 214 | Serie: SWK24490 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWK24497";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK24497";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 215 | Serie: SWK24497 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SWK24507";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK24507";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 216 | Serie: SWK24507 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWK30792";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK30792";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 217 | Serie: SWK30792 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWK30793";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK30793";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 218 | Serie: SWK30793 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SWK30795";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SWK30795";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 219 | Serie: SWK30795 | Modelo: PT100 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"SXK39816";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SXK39816";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 220 | Serie: SXK39816 | Modelo: PT100 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SXK39881";"";"Pistola Taurus PT100 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT100";"SXK39881";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 221 | Serie: SXK39881 | Modelo: PT100 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SEY77181";"";"Pistola Taurus PT640 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT640";"SEY77181";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 222 | Serie: SEY77181 | Modelo: PT640 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SHM78065";"";"Pistola Taurus PT640 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT640";"SHM78065";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 223 | Serie: SHM78065 | Modelo: PT640 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SHM78066";"";"Pistola Taurus PT640 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT640";"SHM78066";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 224 | Serie: SHM78066 | Modelo: PT640 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SHM78070";"";"Pistola Taurus PT640 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT640";"SHM78070";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 225 | Serie: SHM78070 | Modelo: PT640 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SHM78073";"";"Pistola Taurus PT640 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT640";"SHM78073";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 226 | Serie: SHM78073 | Modelo: PT640 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SHM78076";"";"Pistola Taurus PT640 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT640";"SHM78076";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 227 | Serie: SHM78076 | Modelo: PT640 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDY94105";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SDY94105";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 228 | Serie: SDY94105 | Modelo: PT840 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SDY94548";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SDY94548";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 229 | Serie: SDY94548 | Modelo: PT840 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"SEY75163";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SEY75163";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 230 | Serie: SEY75163 | Modelo: PT840 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SEY75556";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SEY75556";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 231 | Serie: SEY75556 | Modelo: PT840 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SEY75594";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SEY75594";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 232 | Serie: SEY75594 | Modelo: PT840 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SEY75598";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SEY75598";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 233 | Serie: SEY75598 | Modelo: PT840 | Cal: .40 | Situacao: Carga Pessoal - em uso por policial | SICOMB 11/06/2026"
"SEY75599";"";"Pistola Taurus PT840 cal .40";"45200000 - Material Bélico / Arma";"TAURUS";"PT840";"SEY75599";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 234 | Serie: SEY75599 | Modelo: PT840 | Cal: .40 | Situacao: DEFEITO | SICOMB 11/06/2026"
"EY04027";"";"Pistola CBC SMT40 cal .40";"45200000 - Material Bélico / Arma";"CBC";"SMT40";"EY04027";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 235 | Serie: EY04027 | Modelo: SMT40 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"EY04028";"";"Pistola CBC SMT40 cal .40";"45200000 - Material Bélico / Arma";"CBC";"SMT40";"EY04028";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 236 | Serie: EY04028 | Modelo: SMT40 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"FR01256";"";"Pistola CBC SMT40 cal .40";"45200000 - Material Bélico / Arma";"CBC";"SMT40";"FR01256";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 237 | Serie: FR01256 | Modelo: SMT40 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"FR01339";"";"Pistola CBC SMT40 cal .40";"45200000 - Material Bélico / Arma";"CBC";"SMT40";"FR01339";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 238 | Serie: FR01339 | Modelo: SMT40 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"FT02923";"";"Pistola CBC SMT40 cal .40";"45200000 - Material Bélico / Arma";"CBC";"SMT40";"FT02923";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 239 | Serie: FT02923 | Modelo: SMT40 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"FT02924";"";"Pistola CBC SMT40 cal .40";"45200000 - Material Bélico / Arma";"CBC";"SMT40";"FT02924";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 240 | Serie: FT02924 | Modelo: SMT40 | Cal: .40 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"KPJ4219669";"";"Espingarda Boito Military 30 RT cal 12";"45200000 - Material Bélico / Arma";"BOITO";"MILITARY30RT";"KPJ4219669";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 241 | Serie: KPJ4219669 | Modelo: MILITARY30RT | Cal: 12 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"KPJ4219681";"";"Espingarda Boito Military 30 RT cal 12";"45200000 - Material Bélico / Arma";"BOITO";"MILITARY30RT";"KPJ4219681";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 242 | Serie: KPJ4219681 | Modelo: MILITARY30RT | Cal: 12 | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
"21387";"";"Espingarda Pump 586 cal 12";"45200000 - Material Bélico / Arma";"BOITO";"PUMP586";"21387";"REGULAR";"77a CIPM/BCS";"";"";"SICOMB ID 243 | Serie: 21387 | Modelo: PUMP586 | Cal: 12 | Situacao: DEFEITO | SICOMB 11/06/2026"
"JFA07932";"";"Fuzil Imbel IA2 cal 5,56mm";"45200000 - Material Bélico / Arma";"IMBEL";"IA2";"JFA07932";"BOM";"77a CIPM/BCS";"";"";"SICOMB ID 244 | Serie: JFA07932 | Modelo: IA2 | Cal: 5,56mm | Situacao: EM CONDICOES DE USO | SICOMB 11/06/2026"
